,match_id,batsman_id,inning,runs,balls_faced,over_faced_first,bowler_id,strike_rate,Fours,Sixes,match_dt,country_bat,batting_style_bat,bowling_style_bat,country_bowl,batting_style_bowl,bowling_style_bowl,batsman_rating
1255,9085334,5788418.0,1,6,3,18.4,nan,200.0,1.0,1.0,2022-07-01,AUS,Right-hand bat,Right-arm fast-medium,None,None,None,30.92006057209283
1256,9272528,5788418.0,2,7,4,15.5,6521234.0,175.0,1.0,1.0,2022-12-31,AUS,Right-hand bat,Right-arm fast-medium,AUS,Right-hand bat,Right-arm fast-medium,30.92006057209283
1257,9433003,5788418.0,1,14,12,12.4,5288226.0,116.67,1.0,1.0,2023-05-24,AUS,Right-hand bat,Right-arm fast-medium,ENG,Right-hand bat,Right-arm fast-medium,30.92006057209283
1258,9084746,5788418.0,1,3,3,19.4,nan,100.0,1.0,1.0,2022-05-31,AUS,Right-hand bat,Right-arm fast-medium,None,None,None,30.92006057209283
1259,9272696,5788418.0,1,24,18,15.7,4472397.0,133.33,4.0,1.0,2023-01-18,AUS,Right-hand bat,Right-arm fast-medium,AUS,Right-hand bat,Right-arm fast-medium,30.92006057209283
1260,9272430,5788418.0,1,6,5,15.3,5419574.0,120.0,1.0,1.0,2022-12-19,AUS,Right-hand bat,Right-arm fast-medium,AUS,Right-hand bat,Right-arm fast,30.92006057209283
1261,9094343,5788418.0,1,5,7,16.5,nan,71.43,1.0,1.0,2022-08-20,AUS,Right-hand bat,Right-arm fast-medium,None,None,None,30.92006057209283
1262,9272759,5788418.0,1,2,3,19.4,2633196.0,66.67,1.0,1.0,2023-01-25,AUS,Right-hand bat,Right-arm fast-medium,AUS,Right-hand bat,Right-arm medium-fast,30.92006057209283
1263,9084725,5788418.0,1,3,5,15.2,5288226.0,60.0,1.0,1.0,2022-05-30,AUS,Right-hand bat,Right-arm fast-medium,ENG,Right-hand bat,Right-arm fast-medium,30.92006057209283
1264,9222415,5788418.0,2,0,2,19.6,4640824.0,0.0,1.0,1.0,2022-10-09,AUS,Right-hand bat,Right-arm fast-medium,ENG,Left-hand bat,Left-arm medium-fast,30.92006057209283
1265,9489269,5788418.0,1,3,5,19.3,nan,60.0,1.0,1.0,2023-08-02,AUS,Right-hand bat,Right-arm fast-medium,None,None,None,30.92006057209283
1266,9272402,5788418.0,2,0,1,19.2,2656541.0,0.0,1.0,1.0,2022-12-16,AUS,Right-hand bat,Right-arm fast-medium,AUS,Right-hand bat,Legbreak googly,30.92006057209283
1267,8887675,5788418.0,2,18,10,15.3,3890984.0,180.0,2.0,1.0,2022-01-01,AUS,Right-hand bat,Right-arm fast-medium,AUS,Right-hand bat,Right-arm fast-medium,30.92006057209283
1268,9085460,5788418.0,1,1,1,20.6,nan,100.0,1.0,1.0,2022-07-07,AUS,Right-hand bat,Right-arm fast-medium,None,None,None,30.92006057209283
1269,9128559,5788418.0,1,0,2,14.5,3914658.0,0.0,1.0,1.0,2022-04-20,AUS,Right-hand bat,Right-arm fast-medium,IND,Left-hand bat,Left-arm wrist-spin,30.92006057209283
1270,9516520,5788418.0,2,1,2,18.4,6586824.0,50.0,1.0,1.0,2023-04-20,AUS,Right-hand bat,Right-arm fast-medium,IND,Right-hand bat,Right-arm fast,30.92006057209283
1271,9725757,5788418.0,2,1,4,16.2,6420126.0,25.0,1.0,1.0,2023-11-26,AUS,Right-hand bat,Right-arm fast-medium,IND,Right-hand bat,Right-arm fast-medium,30.92006057209283
1272,8587921,6249256.0,1,8,7,18.7,nan,114.29,1.0,1.0,2021-01-02,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1273,8588166,6249256.0,2,2,3,18.1,2337117.0,66.67,1.0,1.0,2021-01-04,AUS,Right-hand bat,Right-arm offbreak,AUS,Right-hand bat,Left-arm medium-fast,41.667662554256566
1274,8588110,6249256.0,2,2,3,14.3,6308112.0,66.67,1.0,1.0,2021-01-07,AUS,Right-hand bat,Right-arm offbreak,AUS,Right-hand bat,Right-arm offbreak,41.667662554256566
1275,8588012,6249256.0,1,31,23,15.1,nan,134.78,2.0,2.0,2021-01-12,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1276,8587893,6249256.0,2,7,2,17.4,nan,350.0,1.0,1.0,2021-01-18,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1277,8587851,6249256.0,2,27,19,13.5,5419574.0,142.11,3.0,3.0,2021-01-22,AUS,Right-hand bat,Right-arm offbreak,AUS,Right-hand bat,Right-arm fast,41.667662554256566
1278,8587802,6249256.0,1,7,4,19.6,4756982.0,175.0,1.0,1.0,2021-01-24,AUS,Right-hand bat,Right-arm offbreak,AUS,Left-hand bat,Left-arm fast-medium,41.667662554256566
1279,8588033,6249256.0,2,14,10,16.3,7537067.0,140.0,1.0,1.0,2021-01-26,AUS,Right-hand bat,Right-arm offbreak,AUS,Right-hand bat,Right-arm medium-fast,41.667662554256566
1280,8729202,6249256.0,2,23,15,15.6,nan,153.33,1.0,1.0,2021-06-09,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1281,8729195,6249256.0,1,64,36,8.4,3003867.0,177.78,3.0,5.0,2021-06-10,AUS,Right-hand bat,Right-arm offbreak,PAK,Right-hand bat,Right-arm medium-fast,41.667662554256566
1282,8729216,6249256.0,2,3,8,12.2,6460614.0,37.5,1.0,0.0,2021-06-13,AUS,Right-hand bat,Right-arm offbreak,PAK,Right-hand bat,Legbreak,41.667662554256566
1283,8729244,6249256.0,2,46,27,6.6,4880966.0,170.37,4.0,3.0,2021-06-15,AUS,Right-hand bat,Right-arm offbreak,PAK,Right-hand bat,Left-arm medium-fast,41.667662554256566
1284,8729272,6249256.0,2,34,14,14.3,8109779.0,242.86,2.0,3.0,2021-06-17,AUS,Right-hand bat,Right-arm offbreak,PAK,Right-hand bat,Right-arm medium-fast,41.667662554256566
1285,8729279,6249256.0,2,10,8,10.4,nan,125.0,1.0,1.0,2021-06-18,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1286,8752393,6249256.0,1,20,20,6.5,142582.0,100.0,2.0,2.0,2021-07-09,AUS,Right-hand bat,Right-arm offbreak,ENG,Right-hand bat,Right-arm medium,41.667662554256566
1287,8752435,6249256.0,2,25,13,15.4,nan,192.31,5.0,2.0,2021-07-16,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1288,8768906,6249256.0,1,15,6,13.2,2827327.0,250.0,2.0,2.0,2021-08-21,AUS,Right-hand bat,Right-arm offbreak,ENG,Right-hand bat,Right-arm offbreak,41.667662554256566
1289,8887927,6249256.0,2,56,28,4.2,4239794.0,200.0,8.0,3.0,2021-08-27,AUS,Right-hand bat,Right-arm offbreak,SA,Right-hand bat,Right-arm fast-medium,41.667662554256566
1290,8887955,6249256.0,1,43,32,10.5,8395141.0,134.38,3.0,3.0,2021-08-29,AUS,Right-hand bat,Right-arm offbreak,WI,Left-hand bat,Right-arm fast-medium,41.667662554256566
1291,8887969,6249256.0,2,0,1,15.2,370397.0,0.0,1.0,1.0,2021-08-31,AUS,Right-hand bat,Right-arm offbreak,WI,Left-hand bat,Right-arm fast-medium,41.667662554256566
1292,8887997,6249256.0,1,15,16,13.1,5744850.0,93.75,2.0,1.0,2021-09-02,AUS,Right-hand bat,Right-arm offbreak,WI,Right-hand bat,Right-arm fast-medium,41.667662554256566
1293,8888025,6249256.0,2,18,7,15.3,nan,257.14,1.0,2.0,2021-09-05,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1294,8888060,6249256.0,2,47,42,7.6,nan,111.9,1.0,2.0,2021-09-08,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1295,8888074,6249256.0,2,8,11,9.4,1594319.0,72.73,1.0,1.0,2021-09-09,AUS,Right-hand bat,Right-arm offbreak,PAK,Left-hand bat,Slow left-arm orthodox,41.667662554256566
1296,8888081,6249256.0,1,34,23,13.1,2740408.0,147.83,4.0,1.0,2021-09-11,AUS,Right-hand bat,Right-arm offbreak,WI,Right-hand bat,Right-arm medium-fast,41.667662554256566
1297,8888102,6249256.0,1,13,6,18.7,2436405.0,216.67,1.0,2.0,2021-09-12,AUS,Right-hand bat,Right-arm offbreak,WI,Left-hand bat,Right-arm medium,41.667662554256566
1298,8888123,6249256.0,1,38,17,15.4,nan,223.53,1.0,4.0,2021-09-14,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1299,8888137,6249256.0,1,10,10,12.5,1684276.0,100.0,1.0,1.0,2021-09-15,AUS,Right-hand bat,Right-arm offbreak,AUS,Right-hand bat,Legbreak googly,41.667662554256566
1300,8778804,6249256.0,1,1,3,18.3,3130840.0,33.33,1.0,1.0,2021-09-24,AUS,Right-hand bat,Right-arm offbreak,IND,Right-hand bat,Right-arm medium,41.667662554256566
1301,8887500,6249256.0,2,4,5,13.4,8146998.0,80.0,1.0,1.0,2021-12-08,AUS,Right-hand bat,Right-arm offbreak,AUS,Right-hand bat,Left-arm fast-medium,41.667662554256566
1302,8887556,6249256.0,2,17,10,12.5,3216569.0,170.0,1.0,1.0,2021-12-14,AUS,Right-hand bat,Right-arm offbreak,AUS,Right-hand bat,Right-arm medium-fast,41.667662554256566
1303,8887577,6249256.0,2,6,8,10.2,1907163.0,75.0,1.0,1.0,2021-12-20,AUS,Right-hand bat,Right-arm offbreak,AUS,Right-hand bat,Right-arm medium,41.667662554256566
1304,8887605,6249256.0,1,22,12,17.6,nan,183.33,1.0,1.0,2021-12-24,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1305,8887626,6249256.0,2,6,4,16.4,nan,150.0,1.0,1.0,2021-12-27,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1306,8887654,6249256.0,1,30,9,18.6,6842170.0,333.33,1.0,4.0,2021-12-29,AUS,Right-hand bat,Right-arm offbreak,AUS,Right-hand bat,Right-arm medium-fast,41.667662554256566
1307,9292548,6249256.0,1,54,27,10.3,2733380.0,200.0,2.0,5.0,2022-09-25,AUS,Right-hand bat,Right-arm offbreak,IND,Right-hand bat,Right-arm medium,41.667662554256566
1308,9516415,6249256.0,1,31,22,10.2,5757884.0,140.91,1.0,2.0,2023-04-08,AUS,Right-hand bat,Right-arm offbreak,IND,Left-hand bat,Right-arm medium,41.667662554256566
1309,9592470,6249256.0,1,13,13,12.2,7491385.0,100.0,1.0,1.0,2023-05-24,AUS,Right-hand bat,Right-arm offbreak,IND,Right-hand bat,Right-arm fast-medium,41.667662554256566
1310,9051055,6249256.0,1,28,16,16.6,nan,175.0,1.0,2.0,2022-01-31,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1311,9516730,6249256.0,1,5,3,17.3,5554254.0,166.67,1.0,1.0,2023-05-12,AUS,Right-hand bat,Right-arm offbreak,AFG,Right-hand bat,Legbreak googly,41.667662554256566
1312,9702783,6249256.0,1,1,2,13.5,2275195.0,50.0,1.0,1.0,2023-12-28,AUS,Right-hand bat,Right-arm offbreak,AUS,Right-hand bat,Right-arm offbreak,41.667662554256566
1313,9702699,6249256.0,1,1,4,8.2,4756982.0,25.0,1.0,1.0,2023-12-11,AUS,Right-hand bat,Right-arm offbreak,AUS,Left-hand bat,Left-arm fast-medium,41.667662554256566
1314,9222394,6249256.0,1,42,20,13.4,6347494.0,210.0,4.0,3.0,2022-10-07,AUS,Right-hand bat,Right-arm offbreak,WI,Left-hand bat,Left-arm fast-medium,41.667662554256566
1315,9272717,6249256.0,2,44,27,12.2,nan,162.96,3.0,2.0,2023-01-20,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1316,9262119,6249256.0,1,2,7,10.2,2294823.0,28.57,1.0,0.0,2022-09-11,AUS,Right-hand bat,Right-arm offbreak,SA,Right-hand bat,Right-arm medium-fast,41.667662554256566
1317,9272451,6249256.0,2,8,9,9.3,8146998.0,88.89,1.0,1.0,2022-12-22,AUS,Right-hand bat,Right-arm offbreak,AUS,Right-hand bat,Left-arm fast-medium,41.667662554256566
1318,9051244,6249256.0,2,27,17,9.2,7507303.0,158.82,2.0,1.0,2022-02-27,AUS,Right-hand bat,Right-arm offbreak,PAK,Left-hand bat,Left-arm fast,41.667662554256566
1319,9484642,6249256.0,1,60,27,11.5,nan,222.22,4.0,5.0,2023-03-07,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1320,8887864,6249256.0,2,13,10,17.6,8539817.0,130.0,2.0,1.0,2022-01-19,AUS,Right-hand bat,Right-arm offbreak,AUS,Left-hand bat,Right-arm medium,41.667662554256566
1321,9489402,6249256.0,2,5,5,17.4,8193310.0,100.0,1.0,1.0,2023-08-16,AUS,Right-hand bat,Right-arm offbreak,AUS,Right-hand bat,Legbreak,41.667662554256566
1322,9085467,6249256.0,2,4,2,16.3,nan,200.0,1.0,1.0,2022-07-08,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1323,9085411,6249256.0,2,12,8,10.3,3245689.0,150.0,1.0,1.0,2022-07-03,AUS,Right-hand bat,Right-arm offbreak,ENG,Right-hand bat,Left-arm wrist-spin,41.667662554256566
1324,9094329,6249256.0,2,10,10,7.4,1934099.0,100.0,1.0,1.0,2022-08-18,AUS,Right-hand bat,Right-arm offbreak,WI,Right-hand bat,Right-arm fast,41.667662554256566
1325,9085180,6249256.0,2,5,3,15.5,130437.0,166.67,1.0,1.0,2022-06-19,AUS,Right-hand bat,Right-arm offbreak,ENG,Right-hand bat,Slow left-arm orthodox,41.667662554256566
1326,9725750,6249256.0,1,19,13,18.3,nan,146.15,2.0,1.0,2023-11-23,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1327,9484712,6249256.0,2,20,16,13.5,7507303.0,125.0,3.0,1.0,2023-03-18,AUS,Right-hand bat,Right-arm offbreak,PAK,Left-hand bat,Left-arm fast,41.667662554256566
1328,9085495,6249256.0,2,8,11,13.6,3162487.0,72.73,1.0,1.0,2022-07-16,AUS,Right-hand bat,Right-arm offbreak,ENG,Right-hand bat,Right-arm fast-medium,41.667662554256566
1329,9051209,6249256.0,2,17,12,5.4,3035311.0,141.67,2.0,1.0,2022-02-20,AUS,Right-hand bat,Right-arm offbreak,PAK,Right-hand bat,Legbreak,41.667662554256566
1330,9407754,6249256.0,1,33,26,8.6,2294823.0,126.92,3.0,3.0,2023-02-02,AUS,Right-hand bat,Right-arm offbreak,SA,Right-hand bat,Right-arm medium-fast,41.667662554256566
1331,9094301,6249256.0,1,22,17,13.2,3231437.0,129.41,3.0,1.0,2022-08-14,AUS,Right-hand bat,Right-arm offbreak,ENG,Right-hand bat,Left-arm fast-medium,41.667662554256566
1332,9262091,6249256.0,1,40,23,12.5,6347494.0,173.91,4.0,2.0,2022-09-08,AUS,Right-hand bat,Right-arm offbreak,WI,Left-hand bat,Left-arm fast-medium,41.667662554256566
1333,9725771,6249256.0,2,19,20,7.3,3130840.0,95.0,2.0,1.0,2023-12-01,AUS,Right-hand bat,Right-arm offbreak,IND,Right-hand bat,Right-arm medium,41.667662554256566
1334,9084683,6249256.0,1,60,25,12.2,3660299.0,240.0,4.0,4.0,2022-05-29,AUS,Right-hand bat,Right-arm offbreak,ENG,Right-hand bat,Right-arm medium-fast,41.667662554256566
1335,9222387,6249256.0,2,0,4,7.5,2740408.0,0.0,1.0,1.0,2022-10-05,AUS,Right-hand bat,Right-arm offbreak,WI,Right-hand bat,Right-arm medium-fast,41.667662554256566
1336,9516709,6249256.0,2,0,1,16.6,nan,0.0,1.0,1.0,2023-05-09,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1337,9272528,6249256.0,2,25,15,8.4,1612610.0,166.67,1.0,2.0,2022-12-31,AUS,Right-hand bat,Right-arm offbreak,AUS,Right-hand bat,Right-arm fast-medium,41.667662554256566
1338,9084830,6249256.0,2,42,26,11.2,2486896.0,161.54,1.0,3.0,2022-06-03,AUS,Right-hand bat,Right-arm offbreak,NZ,Left-hand bat,Right-arm medium-fast,41.667662554256566
1339,9272668,6249256.0,2,76,41,3.6,nan,185.37,5.0,6.0,2023-01-15,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1340,9516366,6249256.0,1,4,7,14.6,212029.0,57.14,1.0,1.0,2023-04-02,AUS,Right-hand bat,Right-arm offbreak,IND,Left-hand bat,Legbreak googly,41.667662554256566
1341,9614989,6249256.0,1,64,28,8.2,2654028.0,228.57,7.0,4.0,2023-08-30,AUS,Right-hand bat,Right-arm offbreak,SA,Right-hand bat,Left-arm wrist-spin,41.667662554256566
1342,9272696,6249256.0,1,20,13,6.4,1907352.0,153.85,2.0,1.0,2023-01-18,AUS,Right-hand bat,Right-arm offbreak,AUS,Right-hand bat,Left-arm fast-medium,41.667662554256566
1343,9516485,6249256.0,2,24,13,14.6,nan,184.62,1.0,2.0,2023-04-16,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1344,9051013,6249256.0,2,12,10,15.7,nan,120.0,1.0,1.0,2022-01-27,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1345,9272430,6249256.0,1,46,28,12.4,nan,164.29,4.0,1.0,2022-12-19,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1346,9272759,6249256.0,1,4,6,9.6,5419546.0,66.67,1.0,1.0,2023-01-25,AUS,Right-hand bat,Right-arm offbreak,AUS,Left-hand bat,Slow left-arm orthodox,41.667662554256566
1347,9516506,6249256.0,1,16,11,17.4,nan,145.45,2.0,1.0,2023-04-18,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1348,9051118,6249256.0,1,34,18,13.4,305143.0,188.89,2.0,3.0,2022-02-10,AUS,Right-hand bat,Right-arm offbreak,PAK,Right-hand bat,Left-arm fast,41.667662554256566
1349,9407796,6249256.0,2,17,8,10.5,3851770.0,212.5,1.0,2.0,2023-02-06,AUS,Right-hand bat,Right-arm offbreak,SA,Left-hand bat,Slow left-arm orthodox,41.667662554256566
1350,8887717,6249256.0,1,28,18,10.2,55299.0,155.56,2.0,1.0,2022-01-05,AUS,Right-hand bat,Right-arm offbreak,AUS,Right-hand bat,Right-arm fast-medium,41.667662554256566
1351,9085481,6249256.0,2,10,6,17.2,8050160.0,166.67,2.0,1.0,2022-07-16,AUS,Right-hand bat,Right-arm offbreak,ENG,Right-hand bat,Right-arm medium-fast,41.667662554256566
1352,9702727,6249256.0,1,12,8,2.5,1907352.0,150.0,3.0,1.0,2023-12-20,AUS,Right-hand bat,Right-arm offbreak,AUS,Right-hand bat,Left-arm fast-medium,41.667662554256566
1353,9094378,6249256.0,2,19,6,18.5,nan,316.67,1.0,2.0,2022-08-25,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1354,9222415,6249256.0,2,0,3,15.4,2461129.0,0.0,1.0,1.0,2022-10-09,AUS,Right-hand bat,Right-arm offbreak,ENG,Right-hand bat,Right-arm fast,41.667662554256566
1355,9484670,6249256.0,1,43,25,13.6,nan,172.0,1.0,4.0,2023-03-11,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1356,9128692,6249256.0,1,44,21,15.6,nan,209.52,2.0,4.0,2022-05-06,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1357,9128643,6249256.0,2,20,9,16.3,nan,222.22,2.0,1.0,2022-04-30,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1358,9489255,6249256.0,2,5,4,13.2,2535420.0,125.0,1.0,1.0,2023-08-01,AUS,Right-hand bat,Right-arm offbreak,ENG,Right-hand bat,Right-arm medium-fast,41.667662554256566
1359,9262077,6249256.0,2,20,15,7.3,1594319.0,133.33,1.0,1.0,2022-09-07,AUS,Right-hand bat,Right-arm offbreak,PAK,Left-hand bat,Slow left-arm orthodox,41.667662554256566
1360,9272556,6249256.0,2,27,13,13.3,nan,207.69,2.0,2.0,2023-01-02,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1361,9272402,6249256.0,2,24,17,10.6,4012203.0,141.18,2.0,1.0,2022-12-16,AUS,Right-hand bat,Right-arm offbreak,ENG,Left-hand bat,Left-arm fast-medium,41.667662554256566
1362,9051062,6249256.0,1,71,29,11.3,nan,244.83,6.0,6.0,2022-02-01,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1363,8887675,6249256.0,2,7,8,12.2,7353828.0,87.5,1.0,1.0,2022-01-01,AUS,Right-hand bat,Right-arm offbreak,AUS,Right-hand bat,Right-arm fast-medium,41.667662554256566
1364,9128349,6249256.0,1,12,8,16.6,6598528.0,150.0,1.0,1.0,2022-03-27,AUS,Right-hand bat,Right-arm offbreak,IND,Right-hand bat,Left-arm fast-medium,41.667662554256566
1365,9489304,6249256.0,2,40,19,12.2,3231437.0,210.53,2.0,4.0,2023-08-06,AUS,Right-hand bat,Right-arm offbreak,ENG,Right-hand bat,Left-arm fast-medium,41.667662554256566
1366,9489283,6249256.0,1,2,5,9.2,2157770.0,40.0,1.0,1.0,2023-08-04,AUS,Right-hand bat,Right-arm offbreak,ENG,Left-hand bat,Left-arm fast-medium,41.667662554256566
1367,9272584,6249256.0,1,39,20,14.4,nan,195.0,2.0,3.0,2023-01-05,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1368,9484691,6249256.0,1,22,15,14.2,nan,146.67,1.0,1.0,2023-03-15,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1369,9262105,6249256.0,1,23,17,16.2,5744850.0,135.29,1.0,2.0,2022-09-10,AUS,Right-hand bat,Right-arm offbreak,WI,Right-hand bat,Right-arm fast-medium,41.667662554256566
1370,9084753,6249256.0,1,15,9,11.3,130437.0,166.67,1.0,1.0,2022-05-31,AUS,Right-hand bat,Right-arm offbreak,ENG,Right-hand bat,Slow left-arm orthodox,41.667662554256566
1371,9084949,6249256.0,2,24,17,13.4,nan,141.18,2.0,2.0,2022-06-07,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1372,9094259,6249256.0,2,11,11,6.3,7184666.0,100.0,1.0,1.0,2022-08-10,AUS,Right-hand bat,Right-arm offbreak,ENG,Right-hand bat,Right-arm fast-medium,41.667662554256566
1373,9094273,6249256.0,2,3,5,12.5,5652758.0,60.0,1.0,1.0,2022-08-12,AUS,Right-hand bat,Right-arm offbreak,SCOT,Right-hand bat,Right-arm fast-medium,41.667662554256566
1374,9085103,6249256.0,1,31,11,12.5,164604.0,281.82,1.0,4.0,2022-06-17,AUS,Right-hand bat,Right-arm offbreak,ENG,Right-hand bat,Slow left-arm orthodox,41.667662554256566
1375,8887850,6249256.0,1,46,20,16.4,nan,230.0,2.0,4.0,2022-01-18,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1376,8887710,6249256.0,2,21,11,15.5,55299.0,190.91,1.0,2.0,2022-01-21,AUS,Right-hand bat,Right-arm offbreak,AUS,Right-hand bat,Right-arm fast-medium,41.667662554256566
1377,9516772,6249256.0,2,32,19,15.2,nan,168.42,1.0,3.0,2023-05-16,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1378,9292541,6249256.0,1,2,3,3.2,3882850.0,66.67,1.0,1.0,2022-09-23,AUS,Right-hand bat,Right-arm offbreak,IND,Left-hand bat,Slow left-arm orthodox,41.667662554256566
1379,9222422,6249256.0,2,40,23,12.5,4640824.0,173.91,5.0,1.0,2022-10-12,AUS,Right-hand bat,Right-arm offbreak,ENG,Left-hand bat,Left-arm medium-fast,41.667662554256566
1380,9292534,6249256.0,2,18,14,13.2,3011735.0,128.57,1.0,1.0,2022-09-20,AUS,Right-hand bat,Right-arm offbreak,IND,Right-hand bat,Legbreak googly,41.667662554256566
1381,9489430,6249256.0,2,44,18,14.1,nan,244.44,1.0,5.0,2023-08-19,AUS,Right-hand bat,Right-arm offbreak,None,None,None,41.667662554256566
1382,9484663,6249256.0,2,2,3,10.5,5736016.0,66.67,1.0,1.0,2023-03-10,AUS,Right-hand bat,Right-arm offbreak,AFG,Right-hand bat,Right-arm medium-fast,41.667662554256566
1383,9407775,6249256.0,1,2,4,12.5,3373866.0,50.0,1.0,1.0,2023-02-04,AUS,Right-hand bat,Right-arm offbreak,SA,Right-hand bat,Right-arm fast,41.667662554256566
1384,9725757,6249256.0,2,37,22,8.3,8228100.0,168.18,4.0,2.0,2023-11-26,AUS,Right-hand bat,Right-arm offbreak,IND,Right-hand bat,Legbreak googly,41.667662554256566
1385,8587921,6308098.0,2,5,8,15.6,5788418.0,62.5,1.0,1.0,2021-01-02,AUS,Right-hand bat,Right-arm fast-medium,AUS,Right-hand bat,Right-arm fast-medium,10.26875
1386,9702706,6308098.0,2,3,6,17.5,7353828.0,50.0,1.0,1.0,2023-12-12,AUS,Right-hand bat,Right-arm fast-medium,AUS,Right-hand bat,Right-arm fast-medium,10.26875
1387,9702720,6308098.0,1,0,1,20.5,nan,0.0,1.0,1.0,2023-12-19,AUS,Right-hand bat,Right-arm fast-medium,None,None,None,10.26875
1388,8587921,7877232.0,2,2,6,17.6,5788418.0,33.33,1.0,0.0,2021-01-02,AUS,Right-hand bat,Right-arm fast,AUS,Right-hand bat,Right-arm fast-medium,32.04775
1389,9702769,7877232.0,1,1,1,20.2,nan,100.0,1.0,1.0,2023-12-26,AUS,Right-hand bat,Right-arm fast,None,None,None,32.04775
1390,8587921,2275097.0,2,7,10,2.1,3125849.0,70.0,1.0,1.0,2021-01-02,AUS,Right-hand bat,Right-arm medium,AUS,Right-hand bat,Right-arm fast-medium,34.809434974747475
1391,8588166,2275097.0,1,97,55,2.1,nan,176.36,7.0,7.0,2021-01-04,AUS,Right-hand bat,Right-arm medium,None,None,None,34.809434974747475
1392,8587858,2275097.0,2,34,20,1.2,2535420.0,170.0,4.0,1.0,2021-01-07,AUS,Right-hand bat,Right-arm medium,ENG,Right-hand bat,Right-arm medium-fast,34.809434974747475
1393,8588145,2275097.0,1,47,31,2.1,6718844.0,151.61,4.0,3.0,2021-01-11,AUS,Right-hand bat,Right-arm medium,AUS,Right-hand bat,Right-arm fast,34.809434974747475
1394,8587886,2275097.0,1,13,26,1.2,2170762.0,50.0,1.0,-0.0,2021-01-15,AUS,Right-hand bat,Right-arm medium,ENG,Right-hand bat,Slow left-arm orthodox,34.809434974747475
1395,8588061,2275097.0,2,43,32,1.2,8339701.0,134.38,5.0,2.0,2021-01-17,AUS,Right-hand bat,Right-arm medium,AUS,Right-hand bat,Legbreak googly,34.809434974747475
1396,8588096,2275097.0,1,37,27,2.1,7620297.0,137.04,6.0,2.0,2021-01-20,AUS,Right-hand bat,Right-arm medium,AUS,Right-hand bat,Right-arm medium-fast,34.809434974747475
1397,8587956,2275097.0,2,14,11,1.1,1907352.0,127.27,1.0,1.0,2021-01-23,AUS,Right-hand bat,Right-arm medium,AUS,Right-hand bat,Left-arm fast-medium,34.809434974747475
1398,8588019,2275097.0,1,12,9,1.1,4756982.0,133.33,2.0,1.0,2021-01-26,AUS,Right-hand bat,Right-arm medium,AUS,Left-hand bat,Left-arm fast-medium,34.809434974747475
1399,8637810,2275097.0,2,8,11,5.4,3913475.0,72.73,1.0,1.0,2021-02-22,AUS,Right-hand bat,Right-arm medium,NZ,Right-hand bat,Legbreak,34.809434974747475
1400,8637817,2275097.0,2,78,37,11.2,2486896.0,210.81,7.0,5.0,2021-02-25,AUS,Right-hand bat,Right-arm medium,NZ,Left-hand bat,Right-arm medium-fast,34.809434974747475
1401,8637824,2275097.0,1,9,8,16.6,nan,112.5,1.0,1.0,2021-03-03,AUS,Right-hand bat,Right-arm medium,None,None,None,34.809434974747475
