,match_id,team1_won_toss,toss_decision_encoded,by_wickets,win amount,match_dt,ground_id,inning1_runs,inning1_wickets,inning1_balls,inning2_runs,inning2_wickets,inning2_balls,team1_id,team2_id,winner_id,player_of_the_match_id,team1_player_1,team1_player_2,team1_player_3,team1_player_4,team1_player_5,team1_player_6,team1_player_7,team1_player_8,team1_player_9,team1_player_10,team1_player_11,team2_player_1,team2_player_2,team2_player_3,team2_player_4,team2_player_5,team2_player_6,team2_player_7,team2_player_8,team2_player_9,team2_player_10,team2_player_11,team1_won,ground_rating_bat,ground_rating_bowl
498,8729251,0,1,1.0,6.0,2021-06-15,13768,108,9,126,109.0,4.0,75.0,40564,40550,40550,nan,1594347,2437021,1585457,2209115,3668356,1594319,3041016,8109779,3734940,2036649,8277716,5554212,287209,8180570,298612,5742470,6401800,5141226,305143,3003867,3009880,6460642,0,0.6806479721166034,0.31935202788339656
499,8729258,0,1,0.0,110.0,2021-06-16,13768,183,5,124,73.0,10.0,74.0,44904,40592,44904,1637320.0,1637320,2263736,302875,2331475,2231928,5017144,302868,5789370,8427978,2214554,284339,5469008,7864009,2259683,1594333,7960847,2437049,6718536,4880966,8116478,8106713,4985546,1,0.6806479721166034,0.31935202788339656
500,8729265,0,1,0.0,15.0,2021-06-17,13768,247,2,124,232.0,6.0,126.0,40578,40550,40578,1506098.0,1506098,1626526,3459623,4690258,4397693,3364234,5757408,4769148,2437091,1684276,8425696,5554212,287209,3977945,298612,5742470,6401800,305143,3003867,5141226,7759443,6460642,1,0.6806479721166034,0.31935202788339656
501,8729272,1,0,0.0,7.0,2021-06-17,13768,176,5,126,169.0,7.0,125.0,40564,40606,40564,8277716.0,1594347,2437021,1585457,3668356,2209115,1594319,5553890,8277716,8109779,2036649,8115610,3585350,3726981,290051,4367852,2720759,6249256,1893401,5554254,7507303,8746961,8131255,1,0.6806479721166034,0.31935202788339656
502,8729279,0,1,0.0,80.0,2021-06-18,13768,169,8,125,89.0,10.0,92.0,44904,40606,44904,8427978.0,1637320,2263736,302875,2331475,2231928,5017144,302868,284339,5789370,2214554,8427978,3585350,2720759,290051,4367852,3726981,6249256,1893401,5554254,7507303,8131255,8746961,1,0.6806479721166034,0.31935202788339656
503,8729293,0,1,1.0,4.0,2021-06-19,13768,149,10,128,150.0,6.0,122.0,44904,40578,40578,nan,1637320,2263736,302875,2231928,2331475,2691639,2220777,2437077,8106706,5789370,8427978,2017490,5757408,6460614,4397693,3459623,4690258,3364234,8298779,4767832,6489846,1684276,0,0.6806479721166034,0.31935202788339656
504,8729286,1,0,0.0,14.0,2021-06-19,13768,176,7,124,162.0,6.0,125.0,40564,40592,40564,5553890.0,1594347,2437021,1585457,3668356,2209115,1594319,5553890,8115610,7913254,2036649,8277716,5469008,8127230,7864009,1594333,7960847,6718536,8518446,3995991,8116478,7534722,8106629,1,0.6806479721166034,0.31935202788339656
505,8729307,0,1,1.0,5.0,2021-06-21,13768,175,7,124,176.0,5.0,125.0,40564,40550,40550,nan,1594347,2437021,1585457,5553890,1634611,2209115,1594319,8115610,2036649,8277716,7913254,5554212,287209,3977945,298612,2214239,6401800,5742470,305143,3009880,3003867,8638790,0,0.6806479721166034,0.31935202788339656
506,8729300,1,0,0.0,31.0,2021-06-21,13768,180,5,120,149.0,10.0,115.0,44904,40578,44904,302868.0,1637320,2263736,302875,2231928,2331475,5017144,302868,284339,5789370,2214554,8427978,1506098,1626526,5757408,6460614,3364234,3459623,4397693,4769148,8298779,4767832,8425696,1,0.6806479721166034,0.31935202788339656
507,8729314,0,1,1.0,8.0,2021-06-22,13768,174,9,121,177.0,2.0,108.0,40578,40550,40550,nan,1506098,1626526,5757408,4690258,3364234,6460614,3459623,4767832,4769148,8298779,8425696,5554212,287209,1635773,298612,5742470,6401800,5021624,305143,3003867,3009880,8638790,0,0.6806479721166034,0.31935202788339656
508,8729321,0,1,0.0,47.0,2021-06-24,13768,206,4,126,159.0,9.0,128.0,44904,40550,44904,302875.0,1637320,2263736,302875,2231928,2331475,5017144,302868,284339,5789370,2214554,8427978,287209,5554212,1635773,298612,5742470,6401800,5021624,305143,8638790,6460642,3009880,1,0.6806479721166034,0.31935202788339656
509,8778622,1,0,1.0,9.0,2021-09-20,13768,92,10,118,94.0,1.0,65.0,30393,30400,30400,7758638.0,1776627,7833195,3706065,2275195,314565,3029494,5490666,4381733,2733380,6586824,3011735,7491224,5959834,1934099,4231702,3127354,172199,210328,3456424,1613919,7758638,6420126,0,0.6806479721166034,0.31935202788339656
510,8778685,0,1,1.0,7.0,2021-09-23,13768,155,6,128,159.0,3.0,93.0,30435,30400,30400,1613919.0,238727,2654014,3125562,5043310,1613926,3299407,247743,3156033,7453697,4377694,1945397,7491224,5959834,3127354,172199,4231702,1934099,210328,1613919,3456424,6420126,7758638,0,0.6806479721166034,0.31935202788339656
511,8778692,0,1,0.0,33.0,2021-09-25,13768,154,6,126,121.0,6.0,125.0,30421,30428,30421,4497646.0,7491189,197658,4497646,6521080,4690188,6511336,3882850,184960,3851518,3373866,4859490,2827327,8058959,2981614,2252452,5972868,7556051,2966879,2654028,7860439,7922291,2316327,1,0.6806479721166034,0.31935202788339656
512,8778699,1,0,1.0,2.0,2021-09-26,13768,171,6,126,172.0,8.0,123.0,30400,30414,30414,1642738.0,7491224,5959834,3127354,172199,4231702,1934099,210328,1613919,3456424,6420126,7758638,7422673,313809,62432,232000,233358,196580,1642738,4640824,3326980,3130840,2018001,0,0.6806479721166034,0.31935202788339656
513,8778706,0,1,1.0,6.0,2021-09-28,13768,135,6,123,137.0,4.0,116.0,30407,30435,30435,1613926.0,2954769,2789555,363173,4203499,4230127,3479860,8180500,5788418,8228100,3373285,7881845,238727,2654014,3125562,247743,4377610,1613926,3299407,1829491,7453697,1945397,4377694,0,0.6806479721166034,0.31935202788339656
514,8778636,0,1,1.0,7.0,2021-10-02,13768,189,4,125,190.0,3.0,111.0,30414,30428,30428,7422673.0,7422673,313809,233358,62432,232000,1642738,196580,4640824,3326980,2018001,7581223,3023320,8058959,2981614,5001170,5764576,2252452,2966879,8228219,7570107,7922291,2316327,0,0.6806479721166034,0.31935202788339656
515,8778678,0,1,0.0,4.0,2021-10-06,13768,141,7,124,137.0,6.0,122.0,36014,30393,36014,1945355.0,2089079,7491294,1945355,7491273,8228408,1958683,2740408,5554254,2282125,2282132,8725709,1776627,7833195,34061,3706065,2275195,314565,8117990,4504044,2733380,6586824,3011735,1,0.6806479721166034,0.31935202788339656
516,8778629,1,0,0.0,42.0,2021-10-08,13768,235,9,125,193.0,8.0,124.0,30435,36014,30435,5043310.0,238727,5043310,4377610,1613926,3125562,2486896,3299407,1829491,230775,4377694,1945397,2089079,7491294,2034423,181404,8228408,7491273,2740408,5554254,1958683,2282132,8725709,1,0.6806479721166034,0.31935202788339656
517,8916011,1,0,1.0,7.0,2021-10-18,13768,106,10,123,107.0,3.0,95.0,118,216,216,4171460.0,4502392,3294906,7253350,2658431,333633,7891232,334963,1460612,3083667,7732934,4167946,2124002,172248,2123974,7695666,4171460,6729862,7787758,7036812,3685100,6496482,6496426,0,0.6806479721166034,0.31935202788339656
518,8916018,0,1,1.0,7.0,2021-10-18,13768,96,10,122,100.0,3.0,84.0,209,69,69,7968225.0,3065502,4176661,2212727,3633503,1547993,3876760,3377359,7500324,4888232,2158883,2311574,7200598,2104430,2104409,5490596,2398346,3061225,4365878,5490666,3865077,7968225,5490638,0,0.6806479721166034,0.31935202788339656
519,8916039,0,1,1.0,6.0,2021-10-20,13768,164,4,127,166.0,4.0,119.0,118,209,209,1547993.0,4502392,1635997,334963,2658431,7891232,3083667,7253350,333633,1460612,2336487,7732934,3065502,4176661,2212727,3633503,1547993,3876760,5836452,3377359,7500324,4888232,2311574,0,0.6806479721166034,0.31935202788339656
520,8916046,0,1,0.0,70.0,2021-10-20,13768,171,7,122,101.0,10.0,113.0,69,216,69,nan,7200598,2104430,2104409,5490596,5490666,2398346,3061225,4365878,3865077,7968225,5490638,2124002,172248,2123974,7695666,4171460,6729862,7787758,3685100,7036812,2550414,6496482,1,0.6806479721166034,0.31935202788339656
521,8916081,0,1,1.0,5.0,2021-10-23,13768,118,9,121,121.0,5.0,121.0,34,27,27,2018001.0,2604825,2654014,2364543,4203499,3057312,2252452,2294823,1874081,3851518,3373866,2654028,1539236,37351,1907163,1870357,2275195,2275097,1611364,3429236,2181157,2656541,2018001,0,0.6806479721166034,0.31935202788339656
522,8916137,0,1,1.0,4.0,2021-10-27,13768,109,8,124,115.0,6.0,117.0,223,209,209,4888232.0,4702648,2920889,1627058,178443,2904810,2904775,6112406,4613580,2850868,2904803,5652758,2212727,5836452,4176661,3633503,1547993,3876760,3377359,2158883,7500324,4888232,2311574,0,0.6806479721166034,0.31935202788339656
523,8916130,1,0,1.0,8.0,2021-10-27,13768,124,9,124,126.0,2.0,90.0,188,20,20,2089079.0,3758565,6930580,393014,392216,392188,6551978,2875368,5831622,2436356,2316327,6930286,2089079,2162782,1655436,2082044,172199,2827327,62432,1730658,2022957,1711492,3214812,0,0.6806479721166034,0.31935202788339656
524,8916179,1,0,0.0,62.0,2021-10-31,13768,160,5,126,98.0,9.0,124.0,293,209,293,5554142.0,5554212,2939124,6818622,2244577,3668356,181404,2464349,5554282,5554254,5554142,2180002,2212727,5836452,7500324,3633503,4176661,1547993,3876760,3377359,2158883,4888232,2311574,1,0.6806479721166034,0.31935202788339656
525,8916200,0,1,1.0,6.0,2021-11-02,13768,84,10,116,86.0,4.0,84.0,188,34,34,3851518.0,6930580,3758565,3056752,392216,392188,6551978,8127321,5831622,3769555,2436356,6930286,2654014,1884973,2364543,4203499,2604825,2252452,2294823,3851518,1874081,3373866,2654028,0,0.6806479721166034,0.31935202788339656
526,8916207,1,0,0.0,45.0,2021-11-02,13768,189,2,120,144.0,5.0,122.0,62,209,62,2263736.0,2263736,2437021,3585350,290051,298612,3459623,6460614,1594319,4769148,8131255,7507303,3065502,5836452,2212727,3633503,1547993,3876760,7500324,4888232,4176661,3377359,7488753,1,0.6806479721166034,0.31935202788339656
527,8916221,0,1,0.0,66.0,2021-11-03,13768,210,2,122,144.0,7.0,124.0,55,293,55,238727.0,2954769,238727,6521080,4377610,1776627,3125562,1642738,3326980,184960,3373285,4377694,5554212,2939124,6818622,2464349,3668356,181404,5554282,5554254,4433547,5554142,2180002,1,0.6806479721166034,0.31935202788339656
528,8916235,0,1,0.0,20.0,2021-11-04,13768,189,3,129,169.0,8.0,127.0,69,41,69,5490582.0,7200598,2104430,5490582,3061225,4365878,5490596,2398346,5490666,3865077,7968225,4403573,363173,3023320,4230127,2742837,4690188,1934099,1613926,2740408,360086,3715697,370397,1,0.6806479721166034,0.31935202788339656
529,8916256,0,1,1.0,8.0,2021-11-06,13768,157,7,123,161.0,2.0,105.0,41,27,27,1539236.0,363173,3023320,4230127,2742837,4690188,1613926,360086,1934099,2740408,3102854,3715697,1539236,37351,1907163,2275195,1870357,2275097,1611364,3429236,2181157,2656541,2018001,0,0.6806479721166034,0.31935202788339656
530,8916270,1,0,1.0,8.0,2021-11-07,13768,124,8,123,125.0,2.0,111.0,293,48,48,1945397.0,5554212,2939124,6818622,2464349,3668356,181404,5554282,5554254,6818776,5554142,2180002,1585457,2672214,1945355,2653993,5764576,2486896,3519011,3156033,1626561,3913475,1945397,0,0.6806479721166034,0.31935202788339656
531,8916291,0,1,1.0,5.0,2021-11-10,13768,166,4,125,167.0,5.0,119.0,20,48,48,2672214.0,2162782,2082044,1655436,62432,2827327,172199,2083409,1730658,2022957,1711492,2461129,1585457,2672214,1945355,2653993,5764576,2486896,3519011,3156033,1626561,3913475,1945397,0,0.6806479721166034,0.31935202788339656
532,9503885,0,1,1.0,6.0,2023-02-19,13768,163,6,125,166.0,4.0,124.0,202,293,293,5554282.0,8688952,8250115,8463783,2154669,3323333,8375513,8127279,8688868,8426291,2691688,4767482,6818622,6450576,2464349,2942827,3668356,5554282,5736016,5554254,5554142,6819238,4985546,0,0.6806479721166034,0.31935202788339656
533,9503878,1,0,1.0,9.0,2023-02-18,13768,137,6,125,138.0,1.0,110.0,293,202,202,nan,5554212,6818622,6450576,2942827,3668356,5554282,5736016,5554254,5554142,6818776,3976965,8688952,8250115,3323333,2154669,8463783,8688868,8127279,8375513,8426291,2691688,4767482,0,0.6806479721166034,0.31935202788339656
534,8637880,0,1,0.0,65.0,2021-04-01,1994,141,4,61,76.0,10.0,58.0,48,188,48,6718326.0,1585457,6718326,5764576,2672214,3069954,2653993,3834256,1626561,3156033,1495731,3456424,6930580,3056752,3758565,4403419,6551978,3850944,5831622,6930286,3769555,2104346,2436356,1,0.6329610266159696,0.3670389733840304
535,9027381,0,1,1.0,5.0,2022-01-07,1994,167,8,123,172.0,5.0,113.0,17583,17653,17653,nan,1945390,5764576,4949776,7873984,3935854,3913440,8765154,3456424,270262,8354835,7878765,2659243,4381747,4381705,3682160,3834361,8706179,6739830,1495731,4136404,8482788,3834319,0,0.6329610266159696,0.3670389733840304
536,9027423,0,1,0.0,10.0,2022-01-22,1994,176,7,125,166.0,7.0,122.0,17744,17583,17744,nan,3834256,3558316,3083632,4949804,6496118,2537800,3156033,4170494,2765412,8447396,5984376,1585457,1945390,3069954,5764576,3935854,8144184,4949776,270262,3456424,7878765,8354835,1,0.6329610266159696,0.3670389733840304
537,9027402,1,0,1.0,1.0,2022-01-15,1994,130,10,122,133.0,9.0,119.0,18360,17583,17583,nan,2319638,256080,3913447,6317142,7918280,2690498,2666705,7907444,7907661,8444855,3834375,1945390,5764576,3069954,7873984,3935854,3913440,4949776,270262,3456424,8354835,7878765,0,0.6329610266159696,0.3670389733840304
538,8778419,0,1,1.0,2.0,2021-04-09,2050,159,9,124,160.0,8.0,126.0,30435,30393,30393,2733380.0,238727,2286472,3125562,5043310,4377610,1613926,3299407,4874820,7453697,4377694,1945397,5038018,1776627,5765934,2275195,314565,8117990,34061,4381733,2733380,6586824,3011735,0,0.7181875792141953,0.28181242078580476
539,8778433,0,1,0.0,10.0,2021-04-11,2050,187,6,123,177.0,5.0,125.0,30400,36014,30400,4231702.0,4231702,7491224,3127354,1934099,172199,210328,393014,3429236,204861,7758638,6420126,1958683,1539236,2034423,2082044,181404,3339160,8228408,5554254,2282125,3068547,5618038,1,0.7181875792141953,0.28181242078580476
540,8778447,0,1,0.0,10.0,2021-04-13,2050,152,10,123,142.0,7.0,122.0,30435,30400,30435,7453697.0,238727,2654014,3125562,5043310,4377610,1613926,3299407,4874820,7453697,4377694,1945397,4231702,7491224,3127354,172199,393014,210328,1934099,3429236,204861,7758638,6420126,1,0.7181875792141953,0.28181242078580476
541,8778454,0,1,0.0,6.0,2021-04-14,2050,149,8,127,143.0,9.0,126.0,30393,36014,30393,2275195.0,1776627,7833195,8117990,2275195,314565,5038018,34061,4381733,2733380,6586824,3011735,1958683,1539236,2034423,2082044,8228408,3339160,2740408,5554254,2282125,223117,5618038,1,0.7181875792141953,0.28181242078580476
542,8778475,1,0,0.0,13.0,2021-04-17,2050,150,5,125,137.0,10.0,120.0,30435,36014,30435,1613926.0,2654014,238727,3125562,5043310,1613926,4377610,3299407,3156033,7453697,4377694,1945397,1539236,2082044,2034423,5043268,3339160,7491294,8228408,5554254,2282125,6818776,6598528,1,0.7181875792141953,0.28181242078580476
543,8778482,1,0,0.0,38.0,2021-04-18,2050,204,4,128,166.0,8.0,123.0,30393,30400,30393,314565.0,1776627,7833195,5765934,2275195,314565,4381733,5038018,8117990,2733380,6586824,3011735,4231702,7491224,3127354,172199,210328,393014,1934099,3429236,204861,7758638,6420126,1,0.7181875792141953,0.28181242078580476
544,8778503,1,0,1.0,6.0,2021-04-20,2050,137,9,120,138.0,4.0,121.0,30435,30421,30421,217762.0,238727,2654014,3125562,5043310,4377610,3299407,1613926,3133122,7453697,4377694,1945397,7491189,197658,1870357,6511336,6521080,4690188,2275097,184960,3851518,4859490,217762,0,0.7181875792141953,0.28181242078580476
545,8778510,1,0,1.0,9.0,2021-04-21,2050,120,10,120,121.0,1.0,116.0,30407,36014,36014,2082044.0,2954769,2789079,363173,4230127,3479860,41740,5038046,4690104,3696482,3373285,7881845,1539236,2082044,1945355,5043268,2035025,3339160,7491294,5554254,2282125,2282132,6598528,0,0.7181875792141953,0.28181242078580476
546,8778531,0,1,1.0,9.0,2021-04-23,2050,131,6,122,132.0,1.0,110.0,30435,30407,30407,2954769.0,2654014,238727,5043310,3125562,1613926,4377610,3299407,3133122,7453697,4377694,1945397,2954769,2789079,363173,3479860,4230127,41740,5038046,4690104,3373285,8228100,7881845,0,0.7181875792141953,0.28181242078580476
547,9592470,1,0,0.0,81.0,2023-05-24,2050,182,8,126,101.0,10.0,102.0,30435,48334,30435,nan,5043310,238727,7537004,3125562,8191868,6249256,8058924,2022957,8227974,230775,1907352,2436405,6698110,3299407,2275097,8058903,4230127,3479860,2970652,8228100,5554142,7924048,1,0.7181875792141953,0.28181242078580476
548,9516373,0,1,0.0,12.0,2023-04-03,2050,217,7,124,205.0,7.0,136.0,30414,48334,30414,62432.0,7422673,2653993,5001170,62432,2178119,232000,1642738,196580,3519011,3130840,8228016,2954769,2436405,3479860,3299407,2275097,4230127,8058903,2970652,2461129,7491385,8228100,1,0.7181875792141953,0.28181242078580476
549,9592463,0,1,0.0,15.0,2023-05-23,2050,172,7,122,157.0,10.0,132.0,30414,48341,30414,7422673.0,7422673,2653993,5001170,1945425,232000,1642738,196580,62432,3130840,5757884,7968225,1958683,7491224,4377610,3061225,2252452,3339160,2966879,5554254,7783432,8277716,3373285,1,0.7181875792141953,0.28181242078580476
550,9516758,1,0,1.0,6.0,2023-05-14,2050,144,6,125,147.0,4.0,118.0,30414,30400,30400,5061748.0,7422673,2653993,1945425,232000,5001170,62432,1642738,196580,3130840,5757884,7968225,2089079,6818622,5959834,4231702,5061748,1934099,3326980,1613919,8465057,9188528,7758638,0,0.7181875792141953,0.28181242078580476
551,9516618,1,0,1.0,4.0,2023-04-30,2050,200,4,127,201.0,6.0,125.0,30414,30407,30407,2653993.0,7422673,2653993,5001170,62432,1642738,196580,1945425,8363578,5757884,7968225,232000,8127181,197658,7881719,2827327,4640824,5053082,5038046,2097017,8180500,7453697,7881845,0,0.7181875792141953,0.28181242078580476
552,9516716,1,0,0.0,27.0,2023-05-10,2050,167,8,130,140.0,8.0,125.0,30414,30421,30414,1642738.0,7422673,2653993,1945425,62432,5001170,232000,1642738,196580,3130840,5757884,7968225,1539236,4685568,1907163,2034423,2231928,8410653,3882850,8779896,6511336,3914658,1657466,1,0.7181875792141953,0.28181242078580476
553,8761038,1,0,1.0,4.0,2021-04-10,3569,188,6,120,189.0,6.0,125.0,34,62,62,2263736.0,4239773,4203499,3009215,3057312,1863889,3373138,3782225,2658445,2659502,2659222,2654028,2263736,2437021,3585350,290051,8180570,2437049,4767832,4769148,7507303,2437077,8131255,0,0.7496831432192649,0.2503168567807351
554,8761045,1,0,1.0,6.0,2021-04-12,3569,140,9,127,141.0,4.0,85.0,62,34,34,3373138.0,2263736,1594347,2437021,290051,8180570,4767832,4769148,2437049,7507303,2437077,8106713,4239773,4203499,3009215,3057312,1863889,3373138,3782225,2658445,2659502,2659222,2654028,0,0.7496831432192649,0.2503168567807351
555,9407670,0,1,0.0,6.0,2023-01-17,3569,168,6,123,162.0,10.0,126.0,48922,48929,48922,4170186.0,1884973,313809,4170186,4888218,4739552,4159644,4172083,4165041,4690230,7968225,328607,4685568,6282856,2231928,3406717,4167855,2486896,4888414,1858961,4239794,1711492,3373866,1,0.7496831432192649,0.2503168567807351
556,9407824,0,1,1.0,4.0,2023-02-11,3569,135,10,123,137.0,6.0,102.0,48929,48943,48943,334963.0,4685568,4403531,3406717,2231928,319948,2486896,4888414,1858961,4239794,1711492,3373866,3200973,2604825,8786749,4203499,4171859,7787772,4874820,4174932,334963,2658445,3747484,0,0.7496831432192649,0.2503168567807351
557,9713206,0,1,0.0,106.0,2023-12-14,3569,201,7,125,95.0,10.0,84.0,55,34,55,3125562.0,8058959,7491224,8191868,3125562,5061748,5053082,1642738,7881845,6586824,3914658,6487970,1884973,4166882,4203499,3057312,2252452,4888218,3782225,1874081,6799456,2659222,2654028,1,0.7496831432192649,0.2503168567807351
558,9407796,0,1,0.0,76.0,2023-02-06,3569,189,6,122,113.0,10.0,113.0,48922,48733,48922,4170186.0,313809,1884973,4170186,4159644,1611364,4888218,3851770,4739552,4172083,2659222,7968225,2364543,3851476,4898074,7494668,3373138,6249256,4175107,4640824,5554254,4688998,3851518,1,0.7496831432192649,0.2503168567807351
559,9407747,0,1,1.0,8.0,2023-01-24,3569,178,6,122,182.0,2.0,119.0,48936,48922,48922,313809.0,2436405,2654014,4166882,4887336,3057312,4739580,2740408,3030733,2625895,1874081,3231437,1884973,313809,4888218,4170186,5197436,4159644,4739552,6799456,4172083,4690230,7968225,0,0.7496831432192649,0.2503168567807351
560,9377255,0,1,0.0,7.0,2023-03-28,3569,220,8,128,213.0,6.0,130.0,41,34,41,4690230.0,4690258,2436405,2331475,4230127,5742470,3150720,2740408,2742837,4739552,4690230,3468870,2654014,1884973,2231928,2252452,4203499,3057312,1858961,3872756,3851518,3373866,3794174,1,0.7496831432192649,0.2503168567807351
561,9407810,0,1,0.0,29.0,2023-02-08,3569,153,8,129,124.0,10.0,120.0,48929,48950,48929,2231928.0,4685568,4403531,3406717,2231928,319948,2486896,4888414,3747764,4239794,1711492,3373866,2089079,2124002,2162782,1837205,172199,2252452,4239780,3782225,3872756,3794174,2654028,1,0.7496831432192649,0.2503168567807351
562,8761052,0,1,1.0,9.0,2021-04-14,6327,203,5,121,205.0,1.0,109.0,34,62,62,2437021.0,4239773,4203499,3373138,2364543,3057312,3782225,1863889,2658445,2659502,2659222,2654028,2263736,2437021,3585350,290051,8180570,3459623,2437049,4767832,4769148,7507303,8131255,0,0.8528200253485426,0.14717997465145738
563,8761059,0,1,1.0,3.0,2021-04-16,6327,144,10,119,149.0,7.0,130.0,34,62,62,4767832.0,4239773,4203499,2364543,3057312,3373138,4887336,3782225,2658445,3872756,2659222,2654028,2263736,2437021,3585350,290051,8180570,3459623,4767832,2437049,4769148,7507303,8131255,0,0.8528200253485426,0.14717997465145738
564,9407684,0,1,1.0,6.0,2023-01-18,6327,122,10,99,123.0,4.0,80.0,48922,48929,48929,2486896.0,1884973,313809,4170186,4165041,2535420,4888218,4739552,4172083,4690230,328607,6799456,4685568,6282856,3406717,2231928,4167855,2486896,1858961,4239794,4888414,1711492,3373866,0,0.8528200253485426,0.14717997465145738
565,9377248,0,1,1.0,6.0,2023-03-26,6327,258,5,124,259.0,4.0,124.0,41,34,34,2654014.0,4690258,2436405,2331475,4230127,5742470,4739552,5744850,3150720,2740408,3715697,3468870,2654014,1884973,2231928,2252452,4203499,3057312,4874820,1858961,2658445,3851518,2654028,0,0.8528200253485426,0.14717997465145738
566,9407789,0,1,0.0,151.0,2023-02-05,6327,254,4,125,103.0,10.0,88.0,48936,48929,48936,3057312.0,2654014,4223883,3057312,2157770,4887336,4166882,4739580,2294823,1874081,3818282,3231437,4685568,4403531,3406717,2231928,319948,2486896,3747764,4239794,4888414,3513362,6496482,1,0.8528200253485426,0.14717997465145738
567,9407817,0,1,0.0,14.0,2023-02-09,6327,213,5,132,199.0,6.0,125.0,48943,48922,48943,4203499.0,3200973,2604825,8786749,4203499,4171859,7787772,4874820,334963,4174932,2658445,3747484,313809,4172083,4170186,1884973,1611364,4888218,4739552,4159644,6799456,2659222,7968225,1,0.8528200253485426,0.14717997465145738
568,9407803,0,1,0.0,59.0,2023-02-07,6327,226,5,130,167.0,9.0,122.0,48929,48950,48929,4403531.0,4685568,4403531,3406717,2231928,319948,2486896,3747764,4239794,4888414,1711492,3373866,2089079,2124002,2162782,4887406,172199,2252452,3782225,4239780,3872756,6646240,3794174,1,0.8528200253485426,0.14717997465145738
569,9377241,0,1,1.0,3.0,2023-03-25,6327,131,8,73,132.0,7.0,67.0,34,41,41,5742470.0,2654014,1884973,2231928,4203499,2252452,3057312,1858961,2658445,3872756,3373866,2654028,4690258,2436405,2331475,4230127,5742470,4739552,5744850,3715697,2742837,4690230,3468870,0,0.8528200253485426,0.14717997465145738
570,9407775,0,1,1.0,1.0,2023-02-04,6327,159,10,126,160.0,9.0,125.0,48733,48929,48929,2231928.0,2364543,3851476,4898074,7494668,3373138,6249256,4171691,4640824,5744850,5554254,3851518,4685568,4403531,3406717,2231928,4167855,2486896,3747764,4888414,3373866,1858961,6496482,0,0.8528200253485426,0.14717997465145738
571,8800294,0,1,0.0,11.0,2021-04-21,1833,149,7,129,138.0,7.0,122.0,62,76,62,2263736.0,2263736,2437021,3585350,290051,5553890,8180570,4767832,2437049,2437077,8106713,8131255,4996690,6572726,6625562,387897,3471761,391103,2056830,3788581,4001934,5789370,5643700,1,0.6318916349809887,0.36810836501901134
572,8800301,0,1,0.0,19.0,2021-04-23,1833,118,9,121,99.0,10.0,125.0,76,62,76,3788581.0,4996690,390711,6625562,6572726,3471761,2056830,4174638,3788581,4001934,5789370,5643700,2263736,2437021,3585350,290051,5553890,3459623,4767832,2437077,8131255,8106713,7913254,1,0.6318916349809887,0.36810836501901134
573,8800308,1,0,0.0,24.0,2021-04-25,1833,165,3,122,141.0,7.0,120.0,62,76,62,4769148.0,2263736,1594347,2437021,3585350,4769148,290051,1594333,4767832,2437077,8106713,8131255,6572726,4174638,6625562,390711,2056830,391103,3788581,4001934,5789370,3471761,5643700,1,0.6318916349809887,0.36810836501901134
574,8873773,1,0,1.0,8.0,2021-07-22,1833,152,10,115,153.0,2.0,121.0,76,188,188,3056752.0,6572726,6625562,2056830,6625632,2097017,4174638,3471761,3788581,4001934,5643700,5789370,6930580,3056752,392188,2875368,3758565,393014,6551978,5831622,4403503,6930286,2316327,0,0.6318916349809887,0.36810836501901134
575,8873780,1,0,0.0,23.0,2021-07-23,1833,166,6,127,143.0,10.0,123.0,76,188,76,6572726.0,6625562,6572726,2056830,6625632,2097017,3471761,3788581,6662480,4001934,2979486,5789370,6930580,3056752,5831622,393014,392188,6551978,2875368,8127321,4403503,3769555,6930286,1,0.6318916349809887,0.36810836501901134
576,8873787,1,0,1.0,5.0,2021-07-25,1833,193,5,121,194.0,5.0,124.0,76,188,188,3056752.0,6625562,6572726,2056830,2097017,6625632,3471761,3788581,6662480,4001934,2979486,5789370,6930580,3056752,393014,392188,6551978,8127321,2875368,2436356,4403503,3769555,6930286,0,0.6318916349809887,0.36810836501901134
577,9856748,0,1,1.0,6.0,2023-12-10,1833,140,6,125,141.0,4.0,116.0,76,216,216,2436251.0,6572726,4996690,7500401,7859984,3471761,7321194,5643686,3788581,4001934,5643700,5789370,2123974,2124002,6496412,6729862,4171460,2436251,3685100,7695666,2436426,2550414,6496482,0,0.6318916349809887,0.36810836501901134
578,9438274,0,1,1.0,5.0,2023-01-12,1833,114,10,116,118.0,5.0,112.0,216,76,76,3471761.0,2123974,3280024,6729820,6729862,4171460,2436251,4001962,7695666,3685100,7694588,2436426,387897,6625562,6572726,1627079,391103,3471761,7321194,4872902,4001934,5643700,2979486,0,0.6318916349809887,0.36810836501901134
579,9438288,0,1,1.0,4.0,2023-01-15,1833,141,9,124,144.0,6.0,118.0,216,76,76,3471761.0,2123974,3280024,6729820,6729862,4171460,2436251,7787758,3685100,7694588,2436426,6496426,6625562,3257302,387897,6572726,7859984,3471761,7321194,3788581,4001934,5643700,2979486,0,0.6318916349809887,0.36810836501901134
580,9176635,1,0,1.0,6.0,2022-06-11,1833,159,8,128,160.0,4.0,123.0,76,293,293,3668356.0,6572726,3257302,387897,2056830,6662480,2097017,3471761,3788581,4175205,2979486,5789370,5554212,6818622,4980926,5736100,3668356,181404,5736016,5554254,5554282,6819238,6396914,0,0.6318916349809887,0.36810836501901134
